v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),lambda(nm),QE(%),photon energy (eV)
0.108581,3.02837155e+01,2.66781761e+00,3.32469784e+01,2.93084824e-01,2.24529791e+00,1.28623434e-01,8.11445874e-04,2.87046188e-01,6.03863604e-03,0.00000000e+00,560.000000,9.595568e+01,2.214245
0.128953,3.02094303e+01,2.72210290e+00,3.32469784e+01,3.03745098e-01,2.28891455e+00,1.28631806e-01,8.11447990e-04,2.97412311e-01,6.33278745e-03,0.00000000e+00,570.000000,9.594927e+01,2.175398
0.149336,3.01328306e+01,2.77870262e+00,3.32469784e+01,3.14986243e-01,2.33426464e+00,1.28640289e-01,8.11450152e-04,3.08342744e-01,6.64349878e-03,0.00000000e+00,580.000000,9.593576e+01,2.137891
0.169731,3.00537542e+01,2.83777909e+00,3.32469784e+01,3.26850992e-01,2.38146776e+00,1.28648885e-01,8.11452369e-04,3.19879028e-01,6.97196473e-03,0.00000000e+00,590.000000,9.591462e+01,2.101656
0.190140,2.99720221e+01,2.89951126e+00,3.32469784e+01,3.39386329e-01,2.43065587e+00,1.28657599e-01,8.11454649e-04,3.32066835e-01,7.31949351e-03,0.00000000e+00,600.000000,9.588529e+01,2.066628
0.210563,2.98874365e+01,2.96409696e+00,3.32469784e+01,3.52644051e-01,2.48197502e+00,1.28666435e-01,8.11457000e-04,3.44956530e-01,7.68752084e-03,0.00000000e+00,610.000000,9.584711e+01,2.032749
0.231001,2.97997777e+01,3.03175581e+00,3.32469784e+01,3.66681439e-01,2.53558751e+00,1.28675398e-01,8.11459431e-04,3.58603813e-01,8.07762617e-03,0.00000000e+00,620.000000,9.579937e+01,1.999963
0.251456,2.97088009e+01,3.10273257e+00,3.32469784e+01,3.81562053e-01,2.59167456e+00,1.28684492e-01,8.11461953e-04,3.73070501e-01,8.49155156e-03,0.00000000e+00,630.000000,9.574126e+01,1.968217
0.271929,2.96142321e+01,3.17730145e+00,3.32469784e+01,3.97356697e-01,2.65043957e+00,1.28693722e-01,8.11464576e-04,3.88425473e-01,8.93122367e-03,0.00000000e+00,640.000000,9.567186e+01,1.937464
0.292421,2.95157619e+01,3.25577158e+00,3.32469784e+01,4.14144606e-01,2.71211242e+00,1.28703094e-01,8.11467312e-04,4.04745826e-01,9.39877947e-03,0.00000000e+00,650.000000,9.559018e+01,1.907657
0.312935,2.94130392e+01,3.33849424e+00,3.32469784e+01,4.32014951e-01,2.77695520e+00,1.28712613e-01,8.11470174e-04,4.22118354e-01,9.89659674e-03,0.00000000e+00,660.000000,9.549506e+01,1.878753
0.333472,2.93056606e+01,3.42587291e+00,3.32469784e+01,4.51068793e-01,2.84527036e+00,1.28722286e-01,8.11473178e-04,4.40641463e-01,1.04273301e-02,0.00000000e+00,670.000000,9.538523e+01,1.850712
0.354034,2.91931555e+01,3.51837797e+00,3.32469784e+01,4.71421737e-01,2.91741264e+00,1.28732118e-01,8.11476340e-04,4.60427783e-01,1.09939546e-02,0.00000000e+00,680.000000,9.525924e+01,1.823496
0.374625,2.90749642e+01,3.61656912e+00,3.32469784e+01,4.93207673e-01,2.99380785e+00,1.28742116e-01,8.11479680e-04,4.81607855e-01,1.15998180e-02,0.00000000e+00,690.000000,9.511544e+01,1.797068
0.395248,2.89504018e+01,3.72113159e+00,3.32469784e+01,5.16584261e-01,3.07498356e+00,1.28752287e-01,8.11483224e-04,5.04335555e-01,1.22487061e-02,0.00000000e+00,700.000000,9.495198e+01,1.771396
0.415907,2.88185968e+01,3.83293665e+00,3.32469784e+01,5.41741279e-01,3.16162125e+00,1.28762639e-01,8.11487000e-04,5.28796354e-01,1.29449248e-02,0.00000000e+00,710.000000,9.476672e+01,1.746446
0.436608,2.86783871e+01,3.95314625e+00,3.32469784e+01,5.68913595e-01,3.25464798e+00,1.28773180e-01,8.11491051e-04,5.55220188e-01,1.36934070e-02,0.00000000e+00,720.000000,9.455725e+01,1.722190
0.457359,2.85281357e+01,4.08339757e+00,3.32469784e+01,5.98401599e-01,3.35540056e+00,1.28783916e-01,8.11495432e-04,5.83901741e-01,1.44998583e-02,0.00000000e+00,730.000000,9.432078e+01,1.698599
0.478173,2.83653997e+01,4.22613350e+00,3.32469784e+01,6.30603380e-01,3.46592376e+00,1.28794858e-01,8.11500225e-04,6.15232413e-01,1.53709665e-02,0.00000000e+00,740.000000,9.405408e+01,1.675645
0.499068,2.81863347e+01,4.38519837e+00,3.32469784e+01,6.66065071e-01,3.58951578e+00,1.28806012e-01,8.11505563e-04,6.49750347e-01,1.63147238e-02,0.00000000e+00,750.000000,9.375342e+01,1.653303
0.520077,2.79846175e+01,4.56691547e+00,3.32469784e+01,7.05558858e-01,3.73172771e+00,1.28817388e-01,8.11511659e-04,6.88217902e-01,1.73409558e-02,0.00000000e+00,760.000000,9.341447e+01,1.631549
0.541252,2.77495004e+01,4.78203240e+00,3.32469784e+01,7.50202895e-01,3.90218900e+00,1.28828993e-01,8.11518876e-04,7.31740647e-01,1.84622477e-02,0.00000000e+00,770.000000,9.303213e+01,1.610360
0.562688,2.74623213e+01,5.04920952e+00,3.32469784e+01,8.01644854e-01,4.11791231e+00,1.28840832e-01,8.11527849e-04,7.81949211e-01,1.96956424e-02,0.00000000e+00,780.000000,9.260037e+01,1.589714
0.584548,2.70903448e+01,5.40118453e+00,3.32469784e+01,8.62341490e-01,4.40917859e+00,1.28852908e-01,8.11539699e-04,8.41275648e-01,2.10658416e-02,0.00000000e+00,790.000000,9.211204e+01,1.569591
0.607119,2.65761616e+01,5.89536759e+00,3.32469784e+01,9.35976905e-01,4.82971391e+00,1.28865214e-01,8.11556418e-04,9.13365639e-01,2.26112659e-02,0.00000000e+00,800.000000,9.155856e+01,1.549971
0.630898,2.58204043e+01,6.63112502e+00,3.32469784e+01,1.02805460e+00,5.47338110e+00,1.28877733e-01,8.11581530e-04,1.00365938e+00,2.43952225e-02,0.00000000e+00,810.000000,9.092956e+01,1.530836
0.656718,2.46563094e+01,7.77521665e+00,3.32469784e+01,1.14661673e+00,6.49889787e+00,1.28890424e-01,8.11621179e-04,1.12009178e+00,2.65249501e-02,0.00000000e+00,820.000000,9.021235e+01,1.512167
0.685899,2.28201546e+01,9.59136584e+00,3.32469784e+01,1.30274824e+00,8.15890270e+00,1.28903209e-01,8.11685772e-04,1.27356970e+00,2.91785371e-02,0.00000000e+00,830.000000,8.939124e+01,1.493948
0.720308,1.99384408e+01,1.24531035e+01,3.32469784e+01,1.50978302e+00,1.08135927e+01,1.28915951e-01,8.11792081e-04,1.47715751e+00,3.26255165e-02,0.00000000e+00,840.000000,8.844656e+01,1.476163
0.762077,1.55845600e+01,1.67870017e+01,3.32469784e+01,1.77896102e+00,1.48783003e+01,1.28928427e-01,8.11965383e-04,1.74176516e+00,3.71958534e-02,0.00000000e+00,850.000000,8.735327e+01,1.458796
0.812604,9.47927152e+00,2.28722850e+01,3.32469784e+01,2.10954901e+00,2.06329834e+01,1.28940311e-01,8.12238697e-04,2.06646131e+00,4.30877018e-02,0.00000000e+00,860.000000,8.607889e+01,1.441834
0.870880,1.82400870e+00,3.05075487e+01,3.32469784e+01,2.47658279e+00,2.79012021e+01,1.28951145e-01,8.12648844e-04,2.42653039e+00,5.00523917e-02,0.00000000e+00,870.000000,8.458044e+01,1.425261
0.932360,-6.47198517e+00,3.87835261e+01,3.32469784e+01,2.83035030e+00,3.58234022e+01,1.28960397e-01,8.13229467e-04,2.77316447e+00,5.71858313e-02,0.00000000e+00,880.000000,8.279942e+01,1.409065
0.990252,-1.40503341e+01,4.63418368e+01,3.32469784e+01,3.11874206e+00,4.30933131e+01,1.28967592e-01,8.13993696e-04,3.05544335e+00,6.32987122e-02,0.00000000e+00,890.000000,8.065373e+01,1.393233
1.039180,-1.98360412e+01,5.21075757e+01,3.32469784e+01,3.31710322e+00,4.86606850e+01,1.28972564e-01,8.14924751e-04,3.24942463e+00,6.76785929e-02,0.00000000e+00,900.000000,7.802328e+01,1.377752
1.077951,-2.35901442e+01,5.58416766e+01,3.32469784e+01,3.43553426e+00,5.22763507e+01,1.28975607e-01,8.15982582e-04,3.36517639e+00,7.03578651e-02,0.00000000e+00,300.000000,1.841306e+01,4.133257
1.108767,-2.57534043e+01,5.79849324e+01,3.32469784e+01,3.49998663e+00,5.43551514e+01,1.28977308e-01,8.17109179e-04,3.42815177e+00,7.18348665e-02,0.00000000e+00,310.000000,2.219596e+01,3.999926
1.134634,-2.69267541e+01,5.91382694e+01,3.32469784e+01,3.53357465e+00,5.54748983e+01,1.28978210e-01,8.18255278e-04,3.46096411e+00,7.26105409e-02,0.00000000e+00,320.000000,2.711991e+01,3.874928
1.157815,-2.75630638e+01,5.97545758e+01,3.32469784e+01,3.55120559e+00,5.60735721e+01,1.28978689e-01,8.19411942e-04,3.47818619e+00,7.30194020e-02,0.00000000e+00,330.000000,3.381686e+01,3.757506
1.179638,-2.79275509e+01,6.00990601e+01,3.32469784e+01,3.56096267e+00,5.64082979e+01,1.28978956e-01,8.20564646e-04,3.48771644e+00,7.32462281e-02,0.00000000e+00,340.000000,4.367887e+01,3.646991
1.200793,-2.81585834e+01,6.03100925e+01,3.32469784e+01,3.56690437e+00,5.66133873e+01,1.28979119e-01,8.21698865e-04,3.49351977e+00,7.33845986e-02,0.00000000e+00,350.000000,6.179552e+01,3.542791
1.221620,-2.83239084e+01,6.04554099e+01,3.32469784e+01,3.57097972e+00,5.67546282e+01,1.28979230e-01,8.22802593e-04,3.49750009e+00,7.34796345e-02,0.00000000e+00,360.000000,9.062252e+01,3.444381
1.242284,-2.84568835e+01,6.05683894e+01,3.32469784e+01,3.57413886e+00,5.68644473e+01,1.28979317e-01,8.23901837e-04,3.50058547e+00,7.35533892e-02,0.00000000e+00,370.000000,9.187053e+01,3.351289
1.262863,-2.85726958e+01,6.06641912e+01,3.32469784e+01,3.57681141e+00,5.69575754e+01,1.28979391e-01,8.24978666e-04,3.50319558e+00,7.36158352e-02,0.00000000e+00,380.000000,9.350862e+01,3.263097
1.283394,-2.86787210e+01,6.07502253e+01,3.32469784e+01,3.57920671e+00,5.70412131e+01,1.28979457e-01,8.26036805e-04,3.50553487e+00,7.36718353e-02,0.00000000e+00,390.000000,9.653262e+01,3.179428
1.303893,-2.87786197e+01,6.08301236e+01,3.32469784e+01,3.58142695e+00,5.71188901e+01,1.28979519e-01,8.27083348e-04,3.50770317e+00,7.37237815e-02,0.00000000e+00,400.000000,9.654780e+01,3.099943
1.324369,-2.88738025e+01,6.09053152e+01,3.32469784e+01,3.58351304e+00,5.71919945e+01,1.28979576e-01,8.28103431e-04,3.50974044e+00,7.37726016e-02,0.00000000e+00,410.000000,9.655880e+01,3.024334
1.344829,-2.89657373e+01,6.09772323e+01,3.32469784e+01,3.58550495e+00,5.72619186e+01,1.28979631e-01,8.29110715e-04,3.51168570e+00,7.38192458e-02,0.00000000e+00,420.000000,9.656554e+01,2.952326
-0.154399,3.08798898e+01,2.33055119e+00,3.32469784e+01,1.35964037e-01,2.06527213e+00,1.28481447e-01,8.33577026e-04,1.34680096e-01,1.28394066e-03,0.00000000e+00,430.000000,9.656791e+01,2.883667
-0.134133,3.08266541e+01,2.36378568e+00,3.32469784e+01,1.39341490e-01,2.09512276e+00,1.28487853e-01,8.33582474e-04,1.37988613e-01,1.35287622e-03,0.00000000e+00,440.000000,9.656578e+01,2.818130
-0.113863,3.07725100e+01,2.39792981e+00,3.32469784e+01,1.42871965e-01,2.12572996e+00,1.28494291e-01,8.33587629e-04,1.41446386e-01,1.42557900e-03,0.00000000e+00,450.000000,9.655902e+01,2.755504
-0.093587,3.07174111e+01,2.43302868e+00,3.32469784e+01,1.46564588e-01,2.15712973e+00,1.28500763e-01,8.33592521e-04,1.45062292e-01,1.50229554e-03,0.00000000e+00,460.000000,9.654744e+01,2.695602
-0.073307,3.06613111e+01,2.46912866e+00,3.32469784e+01,1.50429195e-01,2.18935860e+00,1.28507268e-01,8.33597170e-04,1.48845913e-01,1.58328178e-03,0.00000000e+00,470.000000,9.653088e+01,2.638249
-0.053021,3.06041604e+01,2.50627935e+00,3.32469784e+01,1.54476398e-01,2.22245555e+00,1.28513804e-01,8.33601596e-04,1.52807584e-01,1.66881376e-03,0.00000000e+00,480.000000,9.650913e+01,2.583285
-0.032730,3.05459060e+01,2.54453382e+00,3.32469784e+01,1.58717659e-01,2.25646218e+00,1.28520370e-01,8.33605818e-04,1.56958469e-01,1.75918965e-03,0.00000000e+00,490.000000,9.648195e+01,2.530565
-0.012432,3.04864907e+01,2.58394895e+00,3.32469784e+01,1.63165377e-01,2.29142300e+00,1.28526965e-01,8.33609853e-04,1.61310645e-01,1.85473184e-03,0.00000000e+00,500.000000,9.644909e+01,2.479954
0.007871,3.04258536e+01,2.62458583e+00,3.32469784e+01,1.67832990e-01,2.32738564e+00,1.28533588e-01,8.33613718e-04,1.65877201e-01,1.95578939e-03,0.00000000e+00,510.000000,9.641027e+01,2.431327
0.028180,3.03639291e+01,2.66651010e+00,3.32469784e+01,1.72735085e-01,2.36440116e+00,1.28540238e-01,8.33617428e-04,1.70672344e-01,2.06274082e-03,0.00000000e+00,520.000000,9.636519e+01,2.384571
0.048497,3.03006465e+01,2.70979248e+00,3.32469784e+01,1.77887525e-01,2.40252443e+00,1.28546913e-01,8.33621001e-04,1.75711528e-01,2.17599715e-03,0.00000000e+00,530.000000,9.631357e+01,2.339579
0.068820,3.02359294e+01,2.75450926e+00,3.32469784e+01,1.83307597e-01,2.44181442e+00,1.28553610e-01,8.33624449e-04,1.81011592e-01,2.29600547e-03,0.00000000e+00,540.000000,9.625491e+01,2.296254
0.089152,3.01696956e+01,2.80074289e+00,3.32469784e+01,1.89014174e-01,2.48233476e+00,1.28560329e-01,8.33627787e-04,1.86590922e-01,2.42325289e-03,0.00000000e+00,550.000000,9.618885e+01,2.254504
0.109491,3.01018555e+01,2.84858271e+00,3.32469784e+01,1.95027911e-01,2.52415410e+00,1.28567067e-01,8.33631030e-04,1.92469640e-01,2.55827113e-03,0.00000000e+00,560.000000,9.611495e+01,2.214245
0.129838,3.00323122e+01,2.89812571e+00,3.32469784e+01,2.01371459e-01,2.56734679e+00,1.28573822e-01,8.33634190e-04,1.98669817e-01,2.70164169e-03,0.00000000e+00,570.000000,9.603272e+01,2.175398
0.150195,2.99609600e+01,2.94947745e+00,3.32469784e+01,2.08069727e-01,2.61199349e+00,1.28580592e-01,8.33637281e-04,2.05215725e-01,2.85400183e-03,0.00000000e+00,580.000000,9.594161e+01,2.137891
0.170562,2.98876837e+01,3.00275310e+00,3.32469784e+01,2.15150177e-01,2.65818190e+00,1.28587374e-01,8.33640315e-04,2.12134125e-01,3.01605142e-03,0.00000000e+00,590.000000,9.584100e+01,2.101656
0.190938,2.98123578e+01,3.05807867e+00,3.32469784e+01,2.22643175e-01,2.70600769e+00,1.28594165e-01,8.33643304e-04,2.19454614e-01,3.18856085e-03,0.00000000e+00,600.000000,9.573025e+01,2.066628
0.211326,2.97348435e+01,3.11559248e+00,3.32469784e+01,2.30582408e-01,2.75557546e+00,1.28600963e-01,8.33646262e-04,2.27210027e-01,3.37238018e-03,0.00000000e+00,610.000000,9.560862e+01,2.032749
0.231725,2.96549887e+01,3.17544676e+00,3.32469784e+01,2.39005379e-01,2.80699997e+00,1.28607763e-01,8.33649200e-04,2.35436930e-01,3.56844979e-03,0.00000000e+00,620.000000,9.547532e+01,1.999963
0.252137,2.95726252e+01,3.23780973e+00,3.32469784e+01,2.47954015e-01,2.86040750e+00,1.28614564e-01,8.33652131e-04,2.44176203e-01,3.77781284e-03,0.00000000e+00,630.000000,9.532944e+01,1.968217
0.272562,2.94875662e+01,3.30286797e+00,3.32469784e+01,2.57475408e-01,2.91593755e+00,1.28621362e-01,8.33655067e-04,2.53473779e-01,4.00162979e-03,0.00000000e+00,640.000000,9.517001e+01,1.937464
0.293002,2.93996043e+01,3.37082934e+00,3.32469784e+01,2.67622765e-01,2.97374477e+00,1.28628153e-01,8.33658022e-04,2.63381569e-01,4.24119571e-03,0.00000000e+00,650.000000,9.499606e+01,1.907657
0.313457,2.93085062e+01,3.44192663e+00,3.32469784e+01,2.78456637e-01,3.03400140e+00,1.28634934e-01,8.33661008e-04,2.73958676e-01,4.49796072e-03,0.00000000e+00,660.000000,9.480609e+01,1.878753
0.333930,2.92140095e+01,3.51642217e+00,3.32469784e+01,2.90046597e-01,3.09690021e+00,1.28641700e-01,8.33664040e-04,2.85273042e-01,4.77355457e-03,0.00000000e+00,670.000000,9.459888e+01,1.850712
0.354421,2.91158176e+01,3.59461396e+00,3.32469784e+01,3.02473595e-01,3.16265825e+00,1.28648448e-01,8.33667133e-04,2.97403779e-01,5.06981648e-03,0.00000000e+00,680.000000,9.437289e+01,1.823496
0.374932,2.90135874e+01,3.67684395e+00,3.32469784e+01,3.15833437e-01,3.23152166e+00,1.28655175e-01,8.33670302e-04,3.10444605e-01,5.38883185e-03,0.00000000e+00,690.000000,9.412640e+01,1.797068
0.395465,2.89069196e+01,3.76350994e+00,3.32469784e+01,3.30242089e-01,3.30377230e+00,1.28661875e-01,8.33673566e-04,3.24509110e-01,5.73297862e-03,0.00000000e+00,700.000000,9.385748e+01,1.771396
0.416023,2.87953451e+01,3.85508329e+00,3.32469784e+01,3.45844023e-01,3.37973705e+00,1.28668546e-01,8.33676943e-04,3.39739035e-01,6.10498725e-03,0.00000000e+00,710.000000,9.356395e+01,1.746446
0.436609,2.86782898e+01,3.95213638e+00,3.32469784e+01,3.62825557e-01,3.45980196e+00,1.28675183e-01,8.33680457e-04,3.56317535e-01,6.50802206e-03,0.00000000e+00,720.000000,9.324330e+01,1.722190
0.457225,2.85550413e+01,4.05538664e+00,3.32469784e+01,3.81436295e-01,3.54443488e+00,1.28681782e-01,8.33684136e-04,3.74490498e-01,6.94579731e-03,0.00000000e+00,730.000000,9.289292e+01,1.698599
0.477877,2.84246728e+01,4.16576493e+00,3.32469784e+01,4.02026249e-01,3.63421667e+00,1.28688330e-01,8.33687996e-04,3.94603551e-01,7.42269732e-03,0.00000000e+00,740.000000,9.250914e+01,1.675645
0.498571,2.82858809e+01,4.28455662e+00,3.32469784e+01,4.25089752e-01,3.72993833e+00,1.28694842e-01,8.33692119e-04,4.17145453e-01,7.94429861e-03,0.00000000e+00,750.000000,9.208842e+01,1.653303
0.519316,2.81368516e+01,4.41358561e+00,3.32469784e+01,4.51366409e-01,3.83268420e+00,1.28701306e-01,8.33696553e-04,4.42848884e-01,8.51752465e-03,0.00000000e+00,760.000000,9.162643e+01,1.631549
0.540126,2.79748287e+01,4.55560822e+00,3.32469784e+01,4.81966212e-01,3.94410059e+00,1.28707718e-01,8.33701392e-04,4.72814392e-01,9.15181956e-03,0.00000000e+00,770.000000,9.111812e+01,1.610360
0.561023,2.77954511e+01,4.71498562e+00,3.32469784e+01,5.18585277e-01,4.06685256e+00,1.28714077e-01,8.33706788e-04,5.08724381e-01,9.86089630e-03,0.00000000e+00,780.000000,9.055781e+01,1.589714
0.582042,2.75915032e+01,4.89893284e+00,3.32469784e+01,5.63848841e-01,4.20552991e+00,1.28720383e-01,8.33712986e-04,5.53182523e-01,1.06663179e-02,0.00000000e+00,790.000000,8.993801e+01,1.569591
0.603247,2.73505808e+01,5.11985480e+00,3.32469784e+01,6.21871427e-01,4.36842302e+00,1.28726635e-01,8.33720412e-04,6.10266726e-01,1.16047010e-02,0.00000000e+00,800.000000,8.925063e+01,1.549971
0.624747,2.70506976e+01,5.39973758e+00,3.32469784e+01,6.99180006e-01,4.57099100e+00,1.28732839e-01,8.33729819e-04,6.86437752e-01,1.27422545e-02,0.00000000e+00,810.000000,8.848561e+01,1.530836
0.646740,2.66520926e+01,5.77834228e+00,3.32469784e+01,8.06226787e-01,4.84254274e+00,1.28739007e-01,8.33742579e-04,7.92022943e-01,1.42038439e-02,0.00000000e+00,820.000000,8.763106e+01,1.512167
0.669588,2.60823500e+01,6.32808346e+00,3.32469784e+01,9.59788114e-01,5.23871642e+00,1.28745164e-01,8.33761218e-04,9.43558671e-01,1.62294434e-02,0.00000000e+00,830.000000,8.667141e+01,1.493948
0.693945,2.52110791e+01,7.17935263e+00,3.32469784e+01,1.18643865e+00,5.86332883e+00,1.28751359e-01,8.33790389e-04,1.16716168e+00,1.92769689e-02,0.00000000e+00,840.000000,8.558825e+01,1.476163
0.720936,2.38128073e+01,8.55762147e+00,3.32469784e+01,1.52645447e+00,6.90157548e+00,1.28757683e-01,8.33838469e-04,1.50226972e+00,2.41847493e-02,0.00000000e+00,850.000000,8.435818e+01,1.458796
0.752342,2.15315558e+01,1.08188685e+01,3.32469784e+01,2.03469469e+00,8.65457562e+00,1.28764288e-01,8.33919770e-04,2.00234745e+00,3.23472372e-02,0.00000000e+00,860.000000,8.295006e+01,1.441834
0.790495,1.79010752e+01,1.44293460e+01,3.32469784e+01,2.76942011e+00,1.15303205e+01,1.28771390e-01,8.34056460e-04,2.72374906e+00,4.56710505e-02,0.00000000e+00,870.000000,8.132422e+01,1.425261
0.837397,1.25205994e+01,1.97898687e+01,3.32469784e+01,3.75778097e+00,1.59024743e+01,1.28779197e-01,8.34277834e-04,3.69194217e+00,6.58388036e-02,0.00000000e+00,880.000000,7.942550e+01,1.409065
0.892981,5.40386697e+00,2.68864414e+01,3.32469784e+01,4.94712762e+00,2.18096915e+01,1.28787688e-01,8.34614079e-04,4.85441859e+00,9.27090335e-02,0.00000000e+00,890.000000,7.717831e+01,1.393233
0.953672,-2.73431152e+00,3.50050100e+01,3.32469784e+01,6.19048066e+00,2.86848977e+01,1.28796558e-01,8.35089082e-04,6.06725713e+00,1.23223537e-01,0.00000000e+00,900.000000,7.447120e+01,1.377752
1.013408,-1.06816170e+01,4.29315773e+01,3.32469784e+01,7.30495580e+00,3.54969808e+01,1.28804901e-01,8.35713203e-04,7.15278276e+00,1.52173036e-01,0.00000000e+00,300.000000,1.357394e+01,4.133257
1.066303,-1.72605681e+01,4.94916155e+01,3.32469784e+01,8.16243013e+00,4.11995370e+01,1.28811936e-01,8.36482384e-04,7.98692407e+00,1.75506069e-01,0.00000000e+00,310.000000,1.668203e+01,3.999926
1.109620,-2.19239467e+01,5.41338449e+01,3.32469784e+01,8.73148469e+00,4.52727059e+01,1.28816926e-01,8.37372761e-04,8.54025766e+00,1.91227033e-01,0.00000000e+00,320.000000,2.077597e+01,3.874928
1.144027,-2.48053100e+01,5.69951108e+01,3.32469784e+01,9.06829029e+00,4.77971621e+01,1.28820087e-01,8.38346289e-04,8.86757218e+00,2.00718115e-01,0.00000000e+00,330.000000,2.645519e+01,3.757506
1.172145,-2.64290211e+01,5.85988422e+01,3.32469784e+01,9.25224805e+00,4.92169329e+01,1.28821884e-01,8.39357200e-04,9.04629869e+00,2.05949362e-01,0.00000000e+00,340.000000,3.512317e+01,3.646991
1.196556,-2.73111934e+01,5.94610582e+01,3.32469784e+01,9.34973188e+00,4.99816630e+01,1.28822859e-01,8.40391189e-04,9.14099602e+00,2.08735862e-01,0.00000000e+00,350.000000,5.220800e+01,3.542791
1.219003,-2.78005745e+01,5.99304694e+01,3.32469784e+01,9.40238029e+00,5.03984243e+01,1.28823392e-01,8.41422309e-04,9.19213569e+00,2.10244601e-01,0.00000000e+00,360.000000,8.295392e+01,3.444381
1.240466,-2.80932276e+01,6.02031363e+01,3.32469784e+01,9.43281332e+00,5.06406569e+01,1.28823702e-01,8.42445126e-04,9.22169589e+00,2.11117425e-01,0.00000000e+00,370.000000,8.520759e+01,3.351289
1.261440,-2.82879762e+01,6.03792436e+01,3.32469784e+01,9.45502881e+00,5.07945474e+01,1.28823957e-01,8.43450949e-04,9.24315375e+00,2.11875055e-01,0.00000000e+00,380.000000,8.821683e+01,3.263097
1.282180,-2.84359824e+01,6.05072359e+01,3.32469784e+01,9.46922753e+00,5.09083398e+01,1.28824102e-01,8.44427289e-04,9.25694652e+00,2.12281002e-01,0.00000000e+00,390.000000,9.390530e+01,3.179428
1.302800,-2.85600015e+01,6.06112607e+01,3.32469784e+01,9.48078295e+00,5.10008081e+01,1.28824221e-01,8.45400396e-04,9.26816994e+00,2.12613017e-01,0.00000000e+00,400.000000,9.401269e+01,3.099943
1.323361,-2.86721276e+01,6.07020371e+01,3.32469784e+01,9.48817602e+00,5.10841905e+01,1.28824270e-01,8.46352898e-04,9.27547100e+00,2.12705017e-01,0.00000000e+00,410.000000,9.411641e+01,3.024334
1.343876,-2.87751073e+01,6.07850022e+01,3.32469784e+01,9.49731944e+00,5.11580111e+01,1.28824364e-01,8.47289340e-04,9.28435331e+00,2.12966129e-01,0.00000000e+00,420.000000,9.421656e+01,2.952326
-0.154033,3.08066536e+01,2.40368521e+00,3.32469784e+01,1.15139262e-01,2.15936296e+00,1.28342038e-01,8.40953200e-04,1.14407131e-01,7.32130935e-04,0.00000000e+00,430.000000,9.431321e+01,2.883667
-0.133775,3.07549718e+01,2.43535974e+00,3.32469784e+01,1.17793856e-01,2.18837978e+00,1.28345132e-01,8.40967303e-04,1.17014872e-01,7.78984134e-04,0.00000000e+00,440.000000,9.440640e+01,2.818130
-0.113512,3.07024843e+01,2.46784733e+00,3.32469784e+01,1.20576749e-01,2.21808140e+00,1.28348193e-01,8.40980503e-04,1.19747967e-01,8.28782162e-04,0.00000000e+00,450.000000,9.449617e+01,2.755504
