v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),lambda(nm),QE(%),photon energy (eV)
-0.039821,3.19642889e+01,2.57542905e+00,3.46999823e+01,1.51447102e-01,2.29544277e+00,1.27937793e-01,6.01381745e-04,1.49741547e-01,1.70555423e-03,0.00000000e+00,560.000000,9.525515e+01,2.214245
-0.019519,3.19038817e+01,2.61583422e+00,3.46999823e+01,1.56132173e-01,2.33116110e+00,1.27939556e-01,6.01387495e-04,1.54328780e-01,1.80339304e-03,0.00000000e+00,570.000000,9.529816e+01,2.175398
0.000790,3.18420574e+01,2.65765845e+00,3.46999823e+01,1.61098532e-01,2.36801721e+00,1.27941317e-01,6.01392929e-04,1.59190504e-01,1.90802834e-03,0.00000000e+00,580.000000,9.533635e+01,2.137891
0.021106,3.17787233e+01,2.70099280e+00,3.46999823e+01,1.66369438e-01,2.40607889e+00,1.27943075e-01,6.01398078e-04,1.64349406e-01,2.02003180e-03,0.00000000e+00,590.000000,9.536941e+01,2.101656
0.041431,3.17137787e+01,2.74593664e+00,3.46999823e+01,1.71970748e-01,2.44541966e+00,1.27944832e-01,6.01402970e-04,1.69830713e-01,2.14003523e-03,0.00000000e+00,600.000000,9.539694e+01,2.066628
0.061764,3.16471175e+01,2.79259879e+00,3.46999823e+01,1.77931312e-01,2.48611948e+00,1.27946588e-01,6.01407633e-04,1.75662574e-01,2.26873854e-03,0.00000000e+00,610.000000,9.541852e+01,2.032749
0.082107,3.15786160e+01,2.84109871e+00,3.46999823e+01,1.84283444e-01,2.52826551e+00,1.27948343e-01,6.01412094e-04,1.81876525e-01,2.40691909e-03,0.00000000e+00,620.000000,9.543364e+01,1.999963
0.102459,3.15081486e+01,2.89156814e+00,3.46999823e+01,1.91063508e-01,2.57195311e+00,1.27950098e-01,6.01416378e-04,1.88508066e-01,2.55544259e-03,0.00000000e+00,630.000000,9.544175e+01,1.968217
0.122822,3.14355609e+01,2.94415281e+00,3.46999823e+01,1.98312657e-01,2.61728688e+00,1.27951853e-01,6.01420511e-04,1.95597381e-01,2.71527594e-03,0.00000000e+00,640.000000,9.544221e+01,1.937464
0.143197,3.13606986e+01,2.99901480e+00,3.46999823e+01,2.06077787e-01,2.66438198e+00,1.27953610e-01,6.01424515e-04,2.03190284e-01,2.88750259e-03,0.00000000e+00,650.000000,9.543429e+01,1.907657
0.163583,3.12833775e+01,3.05633526e+00,3.46999823e+01,2.14412815e-01,2.71336565e+00,1.27955369e-01,6.01428415e-04,2.11339474e-01,3.07334073e-03,0.00000000e+00,660.000000,9.541716e+01,1.878753
0.183983,3.12033966e+01,3.11631809e+00,3.46999823e+01,2.23380464e-01,2.76437906e+00,1.27957131e-01,6.01432234e-04,2.20106299e-01,3.27416548e-03,0.00000000e+00,670.000000,9.538986e+01,1.850712
0.204397,3.11205197e+01,3.17919474e+00,3.46999823e+01,2.33054843e-01,2.81757956e+00,1.27958897e-01,6.01435995e-04,2.29563308e-01,3.49153591e-03,0.00000000e+00,680.000000,9.535131e+01,1.823496
0.224828,3.10344826e+01,3.24523090e+00,3.46999823e+01,2.43525338e-01,2.87314346e+00,1.27960668e-01,6.01439724e-04,2.39798109e-01,3.72722891e-03,0.00000000e+00,690.000000,9.530024e+01,1.797068
0.245275,3.09449778e+01,3.31473615e+00,3.46999823e+01,2.54902660e-01,2.93126960e+00,1.27962445e-01,6.01443445e-04,2.50919377e-01,3.98328260e-03,0.00000000e+00,700.000000,9.523520e+01,1.771396
0.265742,3.08516347e+01,3.38807829e+00,3.46999823e+01,2.67328458e-01,2.99218416e+00,1.27964230e-01,6.01447185e-04,2.63066404e-01,4.26205407e-03,0.00000000e+00,710.000000,9.515454e+01,1.746446
0.286230,3.07540086e+01,3.46570560e+00,3.46999823e+01,2.80990754e-01,3.05614737e+00,1.27966026e-01,6.01450974e-04,2.76424454e-01,4.56630016e-03,0.00000000e+00,720.000000,9.505631e+01,1.722190
0.306742,3.06515300e+01,3.54818166e+00,3.46999823e+01,2.96148729e-01,3.12346364e+00,1.27967833e-01,6.01454848e-04,2.91249432e-01,4.89929731e-03,0.00000000e+00,730.000000,9.493825e+01,1.698599
0.327283,3.05434711e+01,3.63624105e+00,3.46999823e+01,3.13172243e-01,3.19449769e+00,1.27969657e-01,6.01458849e-04,3.07907211e-01,5.26503197e-03,0.00000000e+00,740.000000,9.479774e+01,1.675645
0.347856,3.04288316e+01,3.73087946e+00,3.46999823e+01,3.32604129e-01,3.26970237e+00,1.27971501e-01,6.01463033e-04,3.26935605e-01,5.66852393e-03,0.00000000e+00,750.000000,9.463166e+01,1.653303
0.368469,3.03062106e+01,3.83350111e+00,3.46999823e+01,3.55257511e-01,3.34966876e+00,1.27973371e-01,6.01467476e-04,3.49141103e-01,6.11640826e-03,0.00000000e+00,760.000000,9.443638e+01,1.631549
0.389132,3.01735466e+01,3.94616492e+00,3.46999823e+01,3.82367387e-01,3.43522078e+00,1.27975277e-01,6.01472286e-04,3.75749356e-01,6.61803097e-03,0.00000000e+00,770.000000,9.420755e+01,1.610360
0.409861,3.00277065e+01,4.07200508e+00,3.46999823e+01,4.15828134e-01,3.52759824e+00,1.27977233e-01,6.01477623e-04,4.08640559e-01,7.18757523e-03,0.00000000e+00,780.000000,9.393997e+01,1.589714
0.430681,2.98637439e+01,4.21596699e+00,3.46999823e+01,4.58569566e-01,3.62881668e+00,1.27979260e-01,6.01483736e-04,4.50721307e-01,7.84825893e-03,0.00000000e+00,790.000000,9.362739e+01,1.569591
0.451632,2.96735946e+01,4.38611726e+00,3.46999823e+01,5.15157073e-01,3.74237731e+00,1.27981395e-01,6.01491021e-04,5.06516410e-01,8.64066237e-03,0.00000000e+00,800.000000,9.326223e+01,1.549971
0.472781,2.94437238e+01,4.59598634e+00,3.46999823e+01,5.92745213e-01,3.87465593e+00,1.27983699e-01,6.01500130e-04,5.83106092e-01,9.63912145e-03,0.00000000e+00,810.000000,9.283516e+01,1.530836
0.494245,2.91510190e+01,4.86869429e+00,3.46999823e+01,7.02550751e-01,4.03755576e+00,1.27986274e-01,6.01512151e-04,6.91567541e-01,1.09832100e-02,0.00000000e+00,820.000000,9.233467e+01,1.512167
0.516220,2.87559973e+01,5.24369837e+00,3.46999823e+01,8.61887730e-01,4.25321977e+00,1.27989347e-01,6.01528893e-04,8.48953482e-01,1.29342478e-02,0.00000000e+00,830.000000,9.174632e+01,1.493948
0.539041,2.81918424e+01,5.78785183e+00,3.46999823e+01,1.09696285e+00,4.56229431e+00,1.27993113e-01,6.01553448e-04,1.08099065e+00,1.59721985e-02,0.00000000e+00,840.000000,9.105175e+01,1.476163
0.563233,2.73533457e+01,6.60635157e+00,3.46999823e+01,1.44399370e+00,5.03375819e+00,1.27998100e-01,6.01590639e-04,1.42308057e+00,2.09131226e-02,0.00000000e+00,850.000000,9.022728e+01,1.458796
0.589538,2.60923995e+01,7.84729603e+00,3.46999823e+01,1.94646313e+00,5.77222627e+00,1.28004982e-01,6.01647445e-04,1.91747790e+00,2.89852321e-02,0.00000000e+00,860.000000,8.924179e+01,1.441834
0.618795,2.42410116e+01,9.67864899e+00,3.46999823e+01,2.64283148e+00,6.90720121e+00,1.28014565e-01,6.01732331e-04,2.60115831e+00,4.16731736e-02,0.00000000e+00,870.000000,8.805344e+01,1.425261
0.651657,2.16685664e+01,1.22310895e+01,3.46999823e+01,3.54724701e+00,8.55521324e+00,1.28027398e-01,6.01853744e-04,3.48703117e+00,6.02158365e-02,0.00000000e+00,880.000000,8.660455e+01,1.409065
0.688249,1.83501773e+01,1.55293641e+01,3.46999823e+01,4.63472568e+00,1.07659927e+01,1.28043727e-01,6.02016956e-04,4.54979859e+00,8.49270871e-02,0.00000000e+00,890.000000,8.481284e+01,1.393233
0.728099,1.43802993e+01,1.94788047e+01,3.46999823e+01,5.84793000e+00,1.35022093e+01,1.28063169e-01,6.02223812e-04,5.73296716e+00,1.14962849e-01,0.00000000e+00,900.000000,8.255612e+01,1.377752
0.770280,9.94408150e+00,2.38949798e+01,3.46999823e+01,7.11472007e+00,1.66515723e+01,1.28084991e-01,6.02474863e-04,6.96606683e+00,1.48653242e-01,0.00000000e+00,300.000000,1.377024e+01,4.133257
0.813772,5.24560087e+00,2.85741930e+01,3.46999823e+01,8.36935462e+00,2.00761273e+01,1.28108280e-01,6.02768016e-04,8.18530931e+00,1.84045306e-01,0.00000000e+00,310.000000,1.690455e+01,3.999926
0.857581,4.83899471e-01,3.33159548e+01,3.46999823e+01,9.55995236e+00,2.36272671e+01,1.28132290e-01,6.03100321e-04,9.34077749e+00,2.19174868e-01,0.00000000e+00,320.000000,2.103197e+01,3.874928
0.900844,-4.16873940e+00,3.79482108e+01,3.46999823e+01,1.06471868e+01,2.71722644e+01,1.28156152e-01,6.03471842e-04,1.03947583e+01,2.52428529e-01,0.00000000e+00,330.000000,2.675670e+01,3.757506
0.942869,-8.57384775e+00,4.23340998e+01,3.46999823e+01,1.16141684e+01,3.05911483e+01,1.28179331e-01,6.03880655e-04,1.13311893e+01,2.82979082e-01,0.00000000e+00,340.000000,3.549388e+01,3.646991
0.983084,-1.26167263e+01,4.63557474e+01,3.46999823e+01,1.24363853e+01,3.37905568e+01,1.28200999e-01,6.04327144e-04,1.21269937e+01,3.09391651e-01,0.00000000e+00,350.000000,5.272082e+01,3.542791
1.021137,-1.62274182e+01,4.99466069e+01,3.46999823e+01,1.31238716e+01,3.66939096e+01,1.28220868e-01,6.04812043e-04,1.27919100e+01,3.31961576e-01,0.00000000e+00,360.000000,8.372807e+01,3.444381
1.056733,-1.93465687e+01,5.30458118e+01,3.46999823e+01,1.36774234e+01,3.92395446e+01,1.28238414e-01,6.05333085e-04,1.33270548e+01,3.50368618e-01,0.00000000e+00,370.000000,8.593663e+01,3.351289
1.089721,-2.19441026e+01,5.56235167e+01,3.46999823e+01,1.41050669e+01,4.13895906e+01,1.28253315e-01,6.05889795e-04,1.37403470e+01,3.64719883e-01,0.00000000e+00,380.000000,8.888623e+01,3.263097
1.120045,-2.40090601e+01,5.76687059e+01,3.46999823e+01,1.44216900e+01,4.31181441e+01,1.28265354e-01,6.06474082e-04,1.40462759e+01,3.75414073e-01,0.00000000e+00,390.000000,9.446432e+01,3.179428
1.147768,-2.55536111e+01,5.91931736e+01,3.46999823e+01,1.46421561e+01,4.44221360e+01,1.28274459e-01,6.07085084e-04,1.42592922e+01,3.82863962e-01,0.00000000e+00,400.000000,9.455674e+01,3.099943
1.173166,-2.66332095e+01,6.02523946e+01,3.46999823e+01,1.47888348e+01,4.53346713e+01,1.28280870e-01,6.07732022e-04,1.44010241e+01,3.87810678e-01,0.00000000e+00,410.000000,9.464535e+01,3.024334
1.196692,-2.73384955e+01,6.09379854e+01,3.46999823e+01,1.48781690e+01,4.59309230e+01,1.28285018e-01,6.08397277e-04,1.44873023e+01,3.90866651e-01,0.00000000e+00,420.000000,9.473022e+01,2.952326
-0.156588,3.13175050e+01,1.89457820e+00,3.32469784e+01,2.77027909e-01,1.48826611e+00,1.28558983e-01,7.25203760e-04,2.70234402e-01,6.79350661e-03,0.00000000e+00,430.000000,9.481138e+01,2.883667
-0.136322,3.12643624e+01,1.92772340e+00,3.32469784e+01,2.86607698e-01,1.51182389e+00,1.28566606e-01,7.25205331e-04,2.79509909e-01,7.09778895e-03,0.00000000e+00,440.000000,9.488882e+01,2.818130
-0.116050,3.12099254e+01,1.96216055e+00,3.32469784e+01,2.96645789e-01,1.53621524e+00,1.28574317e-01,7.25206939e-04,2.89229001e-01,7.41678730e-03,0.00000000e+00,450.000000,9.496254e+01,2.755504
-0.095771,3.11541201e+01,1.99796600e+00,3.32469784e+01,3.07170004e-01,1.56148867e+00,1.28582117e-01,7.25208591e-04,2.99418614e-01,7.75139031e-03,0.00000000e+00,460.000000,9.503250e+01,2.695602
-0.075484,3.10968644e+01,2.03522172e+00,3.32469784e+01,3.18209932e-01,1.58769657e+00,1.28590010e-01,7.25210290e-04,3.10107405e-01,8.10252668e-03,0.00000000e+00,470.000000,9.509865e+01,2.638249
-0.055190,3.10380696e+01,2.07401653e+00,3.32469784e+01,3.29797487e-01,1.61489583e+00,1.28597999e-01,7.25212042e-04,3.21326291e-01,8.47119652e-03,0.00000000e+00,480.000000,9.516092e+01,2.583285
-0.034888,3.09776394e+01,2.11444689e+00,3.32469784e+01,3.41967149e-01,1.64314844e+00,1.28606087e-01,7.25213851e-04,3.33108671e-01,8.85847829e-03,0.00000000e+00,490.000000,9.521919e+01,2.530565
-0.014577,3.09154687e+01,2.15661773e+00,3.32469784e+01,3.54756226e-01,1.67252201e+00,1.28614277e-01,7.25215723e-04,3.45490690e-01,9.26553674e-03,0.00000000e+00,500.000000,9.527336e+01,2.479954
0.005743,3.08514430e+01,2.20064345e+00,3.32469784e+01,3.68205158e-01,1.70309050e+00,1.28622574e-01,7.25217662e-04,3.58511526e-01,9.69363192e-03,0.00000000e+00,510.000000,9.532326e+01,2.431327
0.026073,3.07854374e+01,2.24664909e+00,3.32469784e+01,3.82357858e-01,1.73493503e+00,1.28630982e-01,7.25219676e-04,3.72213728e-01,1.01441294e-02,0.00000000e+00,520.000000,9.536873e+01,2.384571
0.046413,3.07173149e+01,2.29477162e+00,3.32469784e+01,3.97262102e-01,1.76814479e+00,1.28639503e-01,7.25221771e-04,3.86643590e-01,1.06185118e-02,0.00000000e+00,530.000000,9.540956e+01,2.339579
0.066765,3.06469251e+01,2.34516151e+00,3.32469784e+01,4.12969981e-01,1.80281816e+00,1.28648144e-01,7.25223953e-04,4.01851589e-01,1.11183924e-02,0.00000000e+00,540.000000,9.544551e+01,2.296254
0.087129,3.05741021e+01,2.39798458e+00,3.32469784e+01,4.29538412e-01,1.83906403e+00,1.28656908e-01,7.25226231e-04,4.17892882e-01,1.16455299e-02,0.00000000e+00,550.000000,9.547632e+01,2.254504
0.107507,3.04986627e+01,2.45342405e+00,3.32469784e+01,4.47029734e-01,1.87700329e+00,1.28665801e-01,7.25228612e-04,4.34827888e-01,1.22018459e-02,0.00000000e+00,560.000000,9.550168e+01,2.214245
0.127898,3.04204037e+01,2.51168321e+00,3.32469784e+01,4.65512392e-01,1.91677076e+00,1.28674828e-01,7.25231107e-04,4.52722947e-01,1.27894448e-02,0.00000000e+00,570.000000,9.552124e+01,2.175398
0.148305,3.03390985e+01,2.57298844e+00,3.32469784e+01,4.85061730e-01,1.95851748e+00,1.28683994e-01,7.25233725e-04,4.71651093e-01,1.34106366e-02,0.00000000e+00,580.000000,9.553461e+01,2.137891
0.168728,3.02544939e+01,2.63759304e+00,3.32469784e+01,5.05760900e-01,2.00241359e+00,1.28693306e-01,7.25236477e-04,4.91692937e-01,1.40679630e-02,0.00000000e+00,590.000000,9.554134e+01,2.101656
0.189168,3.01663049e+01,2.70578204e+00,3.32469784e+01,5.27701929e-01,2.04865210e+00,1.28702771e-01,7.25239377e-04,5.12937701e-01,1.47642286e-02,0.00000000e+00,600.000000,9.554095e+01,2.066628
0.209629,3.00742083e+01,2.77787854e+00,3.32469784e+01,5.50986972e-01,2.09745393e+00,1.28712396e-01,7.25242439e-04,5.35484436e-01,1.55025357e-02,0.00000000e+00,610.000000,9.553286e+01,2.032749
0.230111,2.99778347e+01,2.85425222e+00,3.32469784e+01,5.75729782e-01,2.14907500e+00,1.28722187e-01,7.25245679e-04,5.59443456e-01,1.62863265e-02,0.00000000e+00,620.000000,9.551644e+01,1.999963
0.250616,2.98767553e+01,2.93533166e+00,3.32469784e+01,6.02057468e-01,2.20381678e+00,1.28732155e-01,7.25249116e-04,5.84938036e-01,1.71194318e-02,0.00000000e+00,630.000000,9.549099e+01,1.968217
0.271148,2.97704642e+01,3.02162277e+00,3.32469784e+01,6.30112577e-01,2.26204263e+00,1.28742307e-01,7.25252773e-04,6.12106449e-01,1.80061280e-02,0.00000000e+00,640.000000,9.545570e+01,1.937464
0.291708,2.96583488e+01,3.11373799e+00,3.32469784e+01,6.60055593e-01,2.32420449e+00,1.28752654e-01,7.25256676e-04,6.41104386e-01,1.89512061e-02,0.00000000e+00,650.000000,9.540966e+01,1.907657
0.312302,2.95396423e+01,3.21244450e+00,3.32469784e+01,6.92067936e-01,2.39088809e+00,1.28763206e-01,7.25260859e-04,6.72107884e-01,1.99600518e-02,0.00000000e+00,660.000000,9.535185e+01,1.878753
0.332933,2.94133397e+01,3.31874687e+00,3.32469784e+01,7.26355609e-01,2.46289202e+00,1.28773976e-01,7.25265365e-04,7.05316865e-01,2.10387431e-02,0.00000000e+00,670.000000,9.528111e+01,1.850712
0.353610,2.92780542e+01,3.43403236e+00,3.32469784e+01,7.63153672e-01,2.54136844e+00,1.28784975e-01,7.25270255e-04,7.40959506e-01,2.21941656e-02,0.00000000e+00,680.000000,9.519613e+01,1.823496
0.374341,2.91317558e+01,3.56033064e+00,3.32469784e+01,8.02731812e-01,2.62807733e+00,1.28796218e-01,7.25275618e-04,7.79297661e-01,2.34341513e-02,0.00000000e+00,690.000000,9.509540e+01,1.797068
0.395143,2.89713036e+01,3.70078271e+00,3.32469784e+01,8.45401325e-01,2.72584839e+00,1.28807720e-01,7.25281588e-04,8.20633680e-01,2.47676445e-02,0.00000000e+00,700.000000,9.497723e+01,1.771396
0.416042,2.87915962e+01,3.86048996e+00,3.32469784e+01,8.91523938e-01,2.83942123e+00,1.28819497e-01,7.25288386e-04,8.65319041e-01,2.62048971e-02,0.00000000e+00,710.000000,9.483963e+01,1.746446
0.437080,2.85840381e+01,4.04804778e+00,3.32469784e+01,9.41522955e-01,2.97696796e+00,1.28831567e-01,7.25296383e-04,9.13765261e-01,2.77576935e-02,0.00000000e+00,720.000000,9.468038e+01,1.722190
0.458331,2.83337923e+01,4.27829335e+00,3.32469784e+01,9.95897110e-01,3.15282698e+00,1.28843946e-01,7.25306223e-04,9.66457515e-01,2.94395942e-02,0.00000000e+00,730.000000,9.449687e+01,1.698599
0.479925,2.80149325e+01,4.57715274e+00,3.32469784e+01,1.05523684e+00,3.39233393e+00,1.28856652e-01,7.25319036e-04,1.02397067e+00,3.12661657e-02,0.00000000e+00,740.000000,9.428608e+01,1.675645
0.502089,2.75821163e+01,4.98996857e+00,3.32469784e+01,1.12024054e+00,3.74013300e+00,1.28869694e-01,7.25336823e-04,1.08698543e+00,3.32551140e-02,0.00000000e+00,750.000000,9.404452e+01,1.653303
0.525215,2.69569095e+01,5.59517480e+00,3.32469784e+01,1.19172269e+00,4.27384366e+00,1.28883074e-01,7.25363105e-04,1.15629657e+00,3.54261278e-02,0.00000000e+00,760.000000,9.376808e+01,1.631549
0.549965,2.60070897e+01,6.52499402e+00,3.32469784e+01,1.27059251e+00,5.12477933e+00,1.28896771e-01,7.25404002e-04,1.23279250e+00,3.78000109e-02,0.00000000e+00,770.000000,9.345193e+01,1.610360
0.577400,2.45200838e+01,7.99199859e+00,3.32469784e+01,1.35775480e+00,6.50460759e+00,1.28910725e-01,7.25469903e-04,1.31735860e+00,4.03962066e-02,0.00000000e+00,780.000000,9.309032e+01,1.589714
0.609093,2.21814041e+01,1.03106769e+01,3.32469784e+01,1.45383919e+00,8.72718737e+00,1.28924807e-01,7.25577766e-04,1.41061226e+00,4.32269238e-02,0.00000000e+00,790.000000,9.267641e+01,1.569591
0.647048,1.85904283e+01,1.38816493e+01,3.32469784e+01,1.55861776e+00,1.21933670e+01,1.28938783e-01,7.25753720e-04,1.51233308e+00,4.62846824e-02,0.00000000e+00,800.000000,9.220196e+01,1.549971
0.693138,1.33723593e+01,1.90797221e+01,3.32469784e+01,1.67001014e+00,1.72800337e+01,1.28952277e-01,7.26035102e-04,1.62048432e+00,4.95258194e-02,0.00000000e+00,810.000000,9.165693e+01,1.530836
0.747829,6.43427772e+00,2.59978005e+01,3.32469784e+01,1.78290665e+00,2.40852026e+01,1.28964769e-01,7.26468549e-04,1.73008417e+00,5.28224801e-02,0.00000000e+00,820.000000,9.102901e+01,1.512167
0.808605,-1.72103112e+00,3.41331113e+01,3.32469784e+01,1.88881858e+00,3.21145900e+01,1.28975631e-01,7.27103170e-04,1.83285415e+00,5.59644339e-02,0.00000000e+00,830.000000,9.030291e+01,1.493948
0.869625,-9.92506415e+00,4.23171381e+01,3.32469784e+01,1.97792639e+00,4.02094995e+01,1.28984295e-01,7.27959369e-04,1.91926174e+00,5.86646462e-02,0.00000000e+00,840.000000,8.945937e+01,1.476163
0.924161,-1.68321624e+01,4.92042388e+01,3.32469784e+01,2.04349053e+00,4.70310287e+01,1.28990482e-01,7.29075043e-04,1.98278130e+00,6.07092304e-02,0.00000000e+00,850.000000,8.847375e+01,1.458796
0.968488,-2.16975315e+01,5.40495999e+01,3.32469784e+01,2.08558223e+00,5.18342929e+01,1.28994406e-01,7.30395299e-04,2.02353706e+00,6.20451714e-02,0.00000000e+00,860.000000,8.731393e+01,1.441834
1.003285,-2.46569535e+01,5.69890281e+01,3.32469784e+01,2.10963844e+00,5.47496612e+01,1.28996639e-01,7.31847613e-04,2.04680780e+00,6.28306384e-02,0.00000000e+00,870.000000,8.593720e+01,1.425261
1.031488,-2.62976086e+01,5.86096806e+01,3.32469784e+01,2.12249831e+00,5.63574511e+01,1.28997833e-01,7.33356653e-04,2.05924847e+00,6.32498433e-02,0.00000000e+00,880.000000,8.428513e+01,1.409065
1.055897,-2.71794837e+01,5.94715537e+01,3.32469784e+01,2.12921878e+00,5.72126016e+01,1.28998458e-01,7.34898193e-04,2.06574885e+00,6.34699288e-02,0.00000000e+00,890.000000,8.227530e+01,1.393233
1.078331,-2.76661793e+01,5.99382493e+01,3.32469784e+01,2.13282405e+00,5.76756901e+01,1.28998793e-01,7.36435464e-04,2.06923573e+00,6.35883152e-02,0.00000000e+00,900.000000,7.978647e+01,1.377752
1.099784,-2.79568714e+01,6.02089407e+01,3.32469784e+01,2.13490415e+00,5.79442996e+01,1.28998986e-01,7.37961305e-04,2.07124739e+00,6.36567670e-02,0.00000000e+00,300.000000,1.439572e+01,4.133257
1.120759,-2.81518240e+01,6.03838926e+01,3.32469784e+01,2.13624413e+00,5.81179099e+01,1.28999111e-01,7.39462376e-04,2.07254318e+00,6.37009484e-02,0.00000000e+00,310.000000,1.760558e+01,3.999926
1.141496,-2.82992150e+01,6.05112830e+01,3.32469784e+01,2.13721759e+00,5.82443253e+01,1.28999201e-01,7.40923240e-04,2.07348449e+00,6.37330979e-02,0.00000000e+00,320.000000,2.182547e+01,3.874928
1.162115,-2.84229269e+01,6.06149952e+01,3.32469784e+01,2.13800869e+00,5.83472448e+01,1.28999275e-01,7.42380064e-04,2.07424943e+00,6.37592632e-02,0.00000000e+00,330.000000,2.766805e+01,3.757506
1.182668,-2.85335797e+01,6.07056477e+01,3.32469784e+01,2.13869917e+00,5.84372054e+01,1.28999339e-01,7.43808882e-04,2.07491705e+00,6.37821219e-02,0.00000000e+00,340.000000,3.656711e+01,3.646991
1.203182,-2.86364485e+01,6.07885166e+01,3.32469784e+01,2.13932956e+00,5.85194424e+01,1.28999398e-01,7.45214585e-04,2.07552656e+00,6.38030064e-02,0.00000000e+00,350.000000,5.407111e+01,3.542791
1.223671,-2.87341365e+01,6.08662048e+01,3.32469784e+01,2.13991986e+00,5.85965388e+01,1.28999453e-01,7.46606639e-04,2.07609728e+00,6.38225736e-02,0.00000000e+00,360.000000,8.540990e+01,3.444381
1.244138,-2.88276107e+01,6.09396790e+01,3.32469784e+01,2.14047753e+00,5.86694539e+01,1.28999505e-01,7.47964795e-04,2.07663647e+00,6.38410668e-02,0.00000000e+00,370.000000,8.744534e+01,3.351289
1.264591,-2.89181026e+01,6.10101704e+01,3.32469784e+01,2.14101201e+00,5.87394095e+01,1.28999554e-01,7.49307785e-04,2.07715321e+00,6.38588002e-02,0.00000000e+00,380.000000,9.015974e+01,3.263097
1.285029,-2.90057738e+01,6.10778415e+01,3.32469784e+01,2.14152461e+00,5.88065667e+01,1.28999602e-01,7.50630726e-04,2.07764880e+00,6.38758126e-02,0.00000000e+00,390.000000,9.528066e+01,3.179428
1.305455,-2.90909611e+01,6.11430292e+01,3.32469784e+01,2.14201793e+00,5.88712597e+01,1.28999648e-01,7.51944296e-04,2.07812574e+00,6.38921919e-02,0.00000000e+00,400.000000,9.535348e+01,3.099943
1.325869,-2.91738145e+01,6.12058823e+01,3.32469784e+01,2.14249315e+00,5.89336362e+01,1.28999692e-01,7.53240840e-04,2.07858518e+00,6.39079752e-02,0.00000000e+00,410.000000,9.542255e+01,3.024334
1.346272,-2.92544374e+01,6.12665049e+01,3.32469784e+01,2.14295120e+00,5.89937994e+01,1.28999735e-01,7.54512539e-04,2.07902803e+00,6.39231763e-02,0.00000000e+00,420.000000,9.548784e+01,2.952326
-0.155459,3.10918864e+01,2.11964340e+00,3.32469784e+01,1.93318409e-01,1.79699042e+00,1.28523149e-01,8.11419633e-04,1.89993427e-01,3.32498246e-03,0.00000000e+00,430.000000,9.554935e+01,2.883667
-0.135189,3.10378285e+01,2.15370367e+00,3.32469784e+01,1.99038202e-01,1.82532368e+00,1.28530367e-01,8.11421736e-04,1.95560476e-01,3.47772689e-03,0.00000000e+00,440.000000,9.560704e+01,2.818130
-0.114913,3.09826699e+01,2.18886229e+00,3.32469784e+01,2.05016672e-01,1.85449653e+00,1.28537661e-01,8.11423800e-04,2.01378791e-01,3.63788108e-03,0.00000000e+00,450.000000,9.566085e+01,2.755504
-0.094632,3.09263559e+01,2.22517636e+00,3.32469784e+01,2.11268883e-01,1.88455103e+00,1.28545030e-01,8.11425833e-04,2.07462998e-01,3.80588513e-03,0.00000000e+00,460.000000,9.571068e+01,2.695602
-0.074344,3.08688262e+01,2.26270622e+00,3.32469784e+01,2.17810875e-01,1.91553144e+00,1.28552477e-01,8.11427842e-04,2.13828677e-01,3.98219797e-03,0.00000000e+00,470.000000,9.575645e+01,2.638249
-0.054050,3.08100157e+01,2.30151679e+00,3.32469784e+01,2.24659909e-01,1.94748544e+00,1.28560005e-01,8.11429833e-04,2.20492596e-01,4.16731320e-03,0.00000000e+00,480.000000,9.579802e+01,2.583285
-0.033749,3.07498546e+01,2.34167802e+00,3.32469784e+01,2.31834585e-01,1.98046439e+00,1.28567616e-01,8.11431813e-04,2.27472823e-01,4.36176216e-03,0.00000000e+00,490.000000,9.583525e+01,2.530565
-0.013441,3.06882673e+01,2.38326541e+00,3.32469784e+01,2.39354962e-01,2.01452370e+00,1.28575313e-01,8.11433788e-04,2.34788844e-01,4.56611748e-03,0.00000000e+00,500.000000,9.586795e+01,2.479954
0.006874,3.06251722e+01,2.42636049e+00,3.32469784e+01,2.47242703e-01,2.04972325e+00,1.28583097e-01,8.11435763e-04,2.42461706e-01,4.78099689e-03,0.00000000e+00,510.000000,9.589593e+01,2.431327
0.027198,3.05604812e+01,2.47105151e+00,3.32469784e+01,2.55521237e-01,2.08612787e+00,1.28590971e-01,8.11437745e-04,2.50514170e-01,5.00706767e-03,0.00000000e+00,520.000000,9.591895e+01,2.384571
0.047530,3.04940988e+01,2.51743415e+00,3.32469784e+01,2.64215945e-01,2.12380783e+00,1.28598939e-01,8.11439741e-04,2.58970894e-01,5.24505150e-03,0.00000000e+00,530.000000,9.593674e+01,2.339579
0.067870,3.04259207e+01,2.56561229e+00,3.32469784e+01,2.73354368e-01,2.16283948e+00,1.28607003e-01,8.11441757e-04,2.67858638e-01,5.49573003e-03,0.00000000e+00,540.000000,9.594903e+01,2.296254
0.088221,3.03558340e+01,2.61569901e+00,3.32469784e+01,2.82966453e-01,2.20330594e+00,1.28615167e-01,8.11443799e-04,2.77206502e-01,5.75995113e-03,0.00000000e+00,550.000000,9.595546e+01,2.254504
