source_file,simulation_id,scan_point,band gap[eV],electron affinity[eV],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
bandGap+ElectronAffinity.iv,21,61,1.4,3.97,1.345874,-29.1747625,55.909647,27.9436031,0.522503666,55.1885685,0.128995088,0.06957977,0.511335525,0.0111681403,0.0,0.841718,26.12368762,61.6049,13.5462,0.608735,22.25294506
bandGap+ElectronAffinity.iv,22,1,1.4,4.066,-0.131797,26.3594151,1.57532897,27.9436031,0.0388274646,1.33836616,0.128476722,0.0696586223,0.0388167566,1.07079394e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,2,1.4,4.066,-0.11156,26.3120343,1.60270915,27.9436031,0.0395653153,1.36494273,0.128485543,0.0697155657,0.0395536611,1.16541922e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,3,1.4,4.066,-0.091318,26.2635027,1.63124072,27.9436031,0.0403335434,1.39264077,0.128494377,0.0697720211,0.040320833,1.27103912e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,4,1.4,4.066,-0.071069,26.2137464,1.66099704,27.9436031,0.0411341571,1.42153169,0.128503226,0.0698279688,0.0411202653,1.38917643e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,5,1.4,4.066,-0.050813,26.1626862,1.69205719,27.9436031,0.0419693499,1.45169236,0.128512091,0.069883387,0.0419541339,1.52159257e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,6,1.4,4.066,-0.030551,26.110237,1.72450637,27.9436031,0.042841522,1.48320562,0.128520971,0.0699382521,0.0428248187,1.67032787e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,7,1.4,4.066,-0.010282,26.056307,1.7584364,27.9436031,0.0437533056,1.51616069,0.128529868,0.0699925385,0.0437349281,1.83774932e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,8,1.4,4.066,0.009996,26.0007971,1.79394624,27.9436031,0.0447075929,1.55065364,0.128538783,0.070046218,0.0446873268,2.02660666e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,9,1.4,4.066,0.030282,25.9436009,1.83114246,27.9436031,0.0457075692,1.58678791,0.128547717,0.0700992601,0.0456851683,2.24009858e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,10,1.4,4.066,0.050577,25.8846034,1.87013986,27.9436031,0.0467567511,1.62467481,0.128556671,0.0701516314,0.0467319316,2.48195035e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,11,1.4,4.066,0.070882,25.8236813,1.91106199,27.9436031,0.0478590297,1.66443402,0.128565646,0.0702032958,0.0478314647,2.75650523e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,12,1.4,4.066,0.091196,25.7607015,1.95404173,27.9436031,0.0490187224,1.70619415,0.128574645,0.0702542139,0.0489880341,3.06883162e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,13,1.4,4.066,0.111522,25.6955213,1.99922192,27.9436031,0.050240631,1.75009328,0.128583669,0.0703043435,0.0502063825,3.42484861e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,14,1.4,4.066,0.13186,25.6279872,2.04675596,27.9436031,0.051530111,1.79627949,0.12859272,0.0703536388,0.0514917963,3.83147276e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,15,1.4,4.066,0.15221,25.5579347,2.09680842,27.9436031,0.0528931519,1.84491142,0.128601801,0.0704020506,0.052850184,4.29678932e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,16,1.4,4.066,0.172574,25.4851873,2.14955574,27.9436031,0.0543364714,1.89615883,0.128610915,0.0704495265,0.0542881689,4.83025139e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,17,1.4,4.066,0.192952,25.4095562,2.20518687,27.9436031,0.0558676265,1.95020317,0.128620065,0.0704960109,0.0558131974,5.44291089e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,18,1.4,4.066,0.213346,25.3308389,2.26390404,27.9436031,0.0574951445,2.0072382,0.128629254,0.0705414449,0.0574336676,6.14768567e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,19,1.4,4.066,0.233756,25.2488193,2.32592361,27.9436031,0.0592286786,2.06747068,0.128638486,0.0705857671,0.0591590819,6.95966734e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,20,1.4,4.066,0.254184,25.1632659,2.391477,27.9436031,0.0610791936,2.13112112,0.128647767,0.0706289138,0.0610002289,7.89647504e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,21,1.4,4.066,0.27463,25.0739309,2.4608119,27.9436031,0.0630591886,2.19842479,0.128657102,0.0706708199,0.062969402,8.97866093e-05,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,22,1.4,4.066,0.295097,24.9805489,2.53419381,27.9436031,0.0651829661,2.26963293,0.128666495,0.0707114194,0.0650806644,0.00010230174,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,23,1.4,4.066,0.315586,24.8828347,2.61190798,27.9436031,0.0674669624,2.34501441,0.128675955,0.070750647,0.0673501735,0.000116788908,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,24,1.4,4.066,0.336098,24.7804805,2.69426208,27.9436031,0.0699301564,2.42485799,0.128685487,0.0707884391,0.0697965842,0.00013357222,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,25,1.4,4.066,0.356634,24.6731526,2.78158989,27.9436031,0.0725945891,2.50947547,0.1286951,0.0708247349,0.072441561,0.000153028106,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,26,1.4,4.066,0.377198,24.560486,2.87425641,27.9436031,0.0754860397,2.59920609,0.128704802,0.0708594789,0.0753104464,0.000175593367,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,27,1.4,4.066,0.39779,24.4420771,2.9726651,27.9436031,0.0786349405,2.69442294,0.128714601,0.0708926217,0.0784331659,0.000201774585,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,28,1.4,4.066,0.418413,24.3174735,3.0772686,27.9436031,0.0820776679,2.7955423,0.128724509,0.070924122,0.0818455087,0.00023215923,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,29,1.4,4.066,0.439069,24.1861572,3.18858478,27.9436031,0.0858584491,2.90303785,0.128734535,0.0709539482,0.08559102,0.000267429048,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,30,1.4,4.066,0.459762,24.04752,3.30722184,27.9436031,0.0900322892,3.01746278,0.12874469,0.0709820799,0.0897239127,0.000308376545,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,31,1.4,4.066,0.480496,23.9008226,3.43391904,27.9436031,0.0946696019,3.13948595,0.128754985,0.0710085088,0.094313676,0.000355925941,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,32,1.4,4.066,0.501274,23.7451264,3.569615,27.9436031,0.0998636543,3.26995268,0.128765432,0.0710332398,0.0994524935,0.00041116082,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,33,1.4,4.066,0.522104,23.5791757,3.71556541,27.9436031,0.105742593,3.40999048,0.128776044,0.0710562915,0.10526723,0.00047536245,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,34,1.4,4.066,0.542994,23.4011904,3.87355046,27.9436031,0.112488736,3.56119719,0.128786832,0.0710776964,0.11193867,0.000550066054,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,35,1.4,4.066,0.563958,23.208495,4.04624555,27.9436031,0.120369067,3.72598117,0.128797808,0.0710975017,0.119731918,0.000637148952,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,36,1.4,4.066,0.585016,22.9968509,4.23788926,27.9436031,0.129782523,3.90818198,0.128808986,0.0711157701,0.129043546,0.000738977805,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,37,1.4,4.066,0.606204,22.7592486,4.45549125,27.9436031,0.141331999,4.1142063,0.128820375,0.0711325819,0.14047333,0.000858669089,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,38,1.4,4.066,0.627581,22.4837257,4.7110135,27.9436031,0.155932367,4.35510111,0.128831988,0.0711480401,0.154931797,0.00100057056,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,39,1.4,4.066,0.649253,22.1494584,5.02528017,27.9436031,0.174970615,4.65030344,0.128843831,0.0711622804,0.173799439,0.00117117613,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,40,1.4,4.066,0.671401,21.7198662,5.43487142,27.9436031,0.20053885,5.03430117,0.128855907,0.0711754914,0.199157969,0.00138088072,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,41,1.4,4.066,0.694346,21.1308395,6.00389687,27.9436031,0.235758413,5.5680823,0.128868212,0.0711879508,0.234111109,0.00164730435,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,42,1.4,4.066,0.718641,20.271826,6.84290812,27.9436031,0.285181497,6.35764581,0.128880726,0.0712000907,0.283180184,0.00200131256,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,43,1.4,4.066,0.745205,18.9590798,8.13570134,27.9436031,0.355139102,7.58045624,0.128893399,0.0712126027,0.352642297,0.00249680519,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,44,1.4,4.066,0.77546,16.9079317,10.166842,27.9436031,0.453606006,9.51310326,0.128906143,0.0712266064,0.450382825,0.00322318022,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,45,1.4,4.066,0.811331,13.7338149,13.3209774,27.9436031,0.588547788,12.532267,0.128918788,0.0712438539,0.584237755,0.00431003264,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,46,1.4,4.066,0.854759,9.0482137,17.9865764,27.9436031,0.7633624,17.0230161,0.128931071,0.0712668237,0.757468672,0.00589372833,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,47,1.4,4.066,0.906393,2.72149602,24.2932903,27.9436031,0.96946699,23.1235821,0.128942576,0.0712986105,0.961454472,0.00801251777,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,48,1.4,4.066,0.963826,-4.76520874,31.7599896,27.9436031,1.18174833,30.377946,0.128952744,0.0713425194,1.17128392,0.0104644052,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,49,1.4,4.066,1.021258,-12.2515444,39.2262913,27.9436031,1.3667377,37.659192,0.128960996,0.0714005339,1.35392491,0.0128127918,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,50,1.4,4.066,1.072275,-18.4550896,45.4097615,27.9436031,1.50172944,43.7075928,0.128966977,0.0714722504,1.48708143,0.0146480123,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,51,1.4,4.066,1.113741,-22.7482122,49.6829681,27.9436031,1.58577435,47.8966677,0.128970791,0.071555303,1.56992652,0.0158478336,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,52,1.4,4.066,1.146629,-25.3258827,52.2406491,27.9436031,1.6325198,50.4075113,0.128972977,0.0716450033,1.61598642,0.0165333716,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,53,1.4,4.066,1.173743,-26.7486941,53.6434499,27.9436031,1.65707882,51.7856598,0.128974153,0.0717371314,1.6401802,0.0168986159,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,54,1.4,4.066,1.197588,-27.5175412,54.3922893,27.9436031,1.66986573,52.5216183,0.128974775,0.0718305157,1.6527754,0.0170903371,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,55,1.4,4.066,1.219742,-27.9484057,54.8031559,27.9436031,1.67678569,52.9254713,0.128975114,0.0719238069,1.65959114,0.0171945484,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,56,1.4,4.066,1.24106,-28.2120312,55.0467753,27.9436031,1.6808565,53.1649275,0.128975314,0.0720159412,1.66360049,0.0172560095,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,57,1.4,4.066,1.261967,-28.3934427,55.208184,27.9436031,1.68354031,53.3235631,0.128975446,0.0721051757,1.66624372,0.0172965947,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,58,1.4,4.066,1.282673,-28.5346318,55.3293763,27.9436031,1.68554818,53.4426583,0.128975546,0.0721942629,1.66822118,0.017326998,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,59,1.4,4.066,1.303275,-28.6549216,55.4296627,27.9436031,1.68720518,53.5412,0.128975628,0.0722818606,1.66985307,0.0173521103,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,60,1.4,4.066,1.323818,-28.7636408,55.5183802,27.9436031,1.68866759,53.6283692,0.1289757,0.0723676797,1.6712933,0.0173742908,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,22,61,1.4,4.066,1.344326,-28.8652924,55.6000332,27.9436031,1.69001071,53.7085947,0.128975767,0.0724520193,1.67261604,0.017394676,0.0,0.927694,26.02835607,60.7633,14.6721,0.694346,21.13083947
bandGap+ElectronAffinity.iv,23,1,1.4,4.165,-0.131775,26.3549677,1.57977681,27.9436031,0.0392732259,1.34225247,0.128469432,0.0697816864,0.0392661609,7.06498823e-06,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,2,1.4,4.165,-0.111536,26.3071491,1.60759186,27.9436031,0.0400325905,1.36923839,0.128477682,0.0698432022,0.0400249042,7.68637117e-06,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,3,1.4,4.165,-0.091291,26.2581204,1.63662028,27.9436031,0.0408228949,1.39740698,0.128485898,0.0699045064,0.0408145234,8.37153132e-06,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,4,1.4,4.165,-0.071039,26.2077949,1.66694544,27.9436031,0.0416460433,1.42683971,0.12849408,0.0699655997,0.0416369159,9.12736086e-06,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,5,1.4,4.165,-0.05078,26.156082,1.69865799,27.9436031,0.0425041014,1.45762518,0.128502223,0.0700264836,0.0424941399,9.96149215e-06,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,6,1.4,4.165,-0.030514,26.1028829,1.73185673,27.9436031,0.0433993052,1.48985994,0.128510325,0.07008716,0.0433884228,1.0882396e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,7,1.4,4.165,-0.01024,26.0480899,1.76664937,27.9436031,0.0443340778,1.52364928,0.128518382,0.0701476304,0.0443221783,1.18994762e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,8,1.4,4.165,0.010042,25.9915851,1.80315347,27.9436031,0.0453110491,1.55910814,0.12852639,0.0702078964,0.0452980259,1.30231758e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,9,1.4,4.165,0.030334,25.9332408,1.84149739,27.9436031,0.0463330771,1.59636201,0.128534346,0.0702679597,0.046318812,1.42650974e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,10,1.4,4.165,0.050635,25.8729163,1.88182132,27.9436031,0.0474032733,1.63554798,0.128542246,0.0703278217,0.0473876352,1.56381401e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,11,1.4,4.165,0.070948,25.8104582,1.92427843,27.9436031,0.0485250305,1.67681583,0.128550085,0.0703874836,0.0485078738,1.71566553e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,12,1.4,4.165,0.091271,25.7457002,1.96903606,27.9436031,0.0497020552,1.7203292,0.12855786,0.0704469464,0.0496832186,1.88366267e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,13,1.4,4.165,0.111608,25.6784587,2.01627702,27.9436031,0.0509384052,1.76626684,0.128565566,0.070506211,0.0509177093,2.06958786e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,14,1.4,4.165,0.131957,25.6085337,2.06620092,27.9436031,0.0522385323,1.81482391,0.1285732,0.0705652778,0.052215778,2.2754319e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,15,1.4,4.165,0.152321,25.535708,2.11902557,27.9436031,0.0536073336,1.86621333,0.128580757,0.0706241467,0.0535822994,2.5034226e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,16,1.4,4.165,0.172701,25.4597439,2.17498838,27.9436031,0.0550502103,1.92066712,0.128588232,0.070682817,0.0550226497,2.75605876e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,17,1.4,4.165,0.193098,25.3803836,2.23434785,27.9436031,0.0565731391,1.9784378,0.128595622,0.0707412873,0.0565427776,3.03615099e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,18,1.4,4.165,0.213513,25.2973453,2.29738487,27.9436031,0.0581827579,2.03979963,0.128602922,0.0707995554,0.0581492892,3.3468709e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,19,1.4,4.165,0.233948,25.2103252,2.36440409,27.9436031,0.0598864704,2.10504987,0.128610128,0.070857618,0.0598495523,3.6918113e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,20,1.4,4.165,0.254405,25.1189921,2.43573508,27.9436031,0.0616925762,2.17450979,0.128617236,0.0709154701,0.0616518256,4.0750602e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,21,1.4,4.165,0.274885,25.0230077,2.51173493,27.9436031,0.0636105124,2.24852707,0.128624237,0.0709731115,0.0635655007,4.50116901e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,22,1.4,4.165,0.29539,24.9219595,2.59278299,27.9436031,0.0656507645,2.32747057,0.128631138,0.0710305225,0.0656010072,4.97573406e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,23,1.4,4.165,0.315923,24.8154526,2.6792897,27.9436031,0.0678255814,2.41173849,0.12863793,0.0710876976,0.0677705326,5.50488066e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,24,1.4,4.165,0.336485,24.7030507,2.77169148,27.9436031,0.0701490658,2.50175318,0.12864461,0.071144623,0.0700881071,6.09586867e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,25,1.4,4.165,0.357079,24.58429,2.87045191,27.9436031,0.0726377585,2.59796169,0.128651176,0.0712012812,0.0725701862,6.75723278e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,26,1.4,4.165,0.377707,24.4586803,2.97606145,27.9436031,0.0753113697,2.70083481,0.128657626,0.0712576504,0.0752363787,7.49909551e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,27,1.4,4.165,0.398371,24.3257038,3.08903766,27.9436031,0.0781938445,2.81086616,0.128663958,0.071313703,0.0781105087,8.33357988e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,28,1.4,4.165,0.419076,24.1848148,3.20992634,27.9436031,0.0813149613,2.9285718,0.12867017,0.071369405,0.0812222077,9.27536133e-05,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,29,1.4,4.165,0.439823,24.0354355,3.33930537,27.9436031,0.084712791,3.05449161,0.128676263,0.0714247142,0.0846093668,0.000103424184,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,30,1.4,4.165,0.460615,23.8769468,3.47779363,27.9436031,0.0884375617,3.18919425,0.128682236,0.0714795784,0.088321991,0.000115570761,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,31,1.4,4.165,0.481457,23.7086704,3.62606962,27.9436031,0.0925578362,3.33328976,0.128688092,0.0715339336,0.0924283612,0.00012947494,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,32,1.4,4.165,0.502351,23.5298319,3.78490768,27.9436031,0.0971704686,3.48745568,0.128693831,0.0715877013,0.09702497,0.000145498626,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,33,1.4,4.165,0.523303,23.3394938,3.95524525,27.9436031,0.102416682,3.65248832,0.128699458,0.0716407858,0.102252564,0.000164117704,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,34,1.4,4.165,0.544318,23.1364342,4.13830432,27.9436031,0.108507864,3.8293984,0.128704977,0.0716930719,0.108321888,0.000185976024,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,35,1.4,4.165,0.565405,22.9189313,4.33580654,27.9436031,0.115766433,4.01958529,0.128710394,0.0717444221,0.115554457,0.000211976035,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,36,1.4,4.165,0.586578,22.6843871,4.55035011,27.9436031,0.124689486,4.22515023,0.128715719,0.0717946751,0.124446048,0.000243437854,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,37,1.4,4.165,0.607857,22.4286701,4.78606629,27.9436031,0.13604617,4.44945551,0.128720962,0.0718436457,0.13576378,0.000282389589,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,38,1.4,4.165,0.629275,22.1449738,5.04976176,27.9436031,0.151024463,4.69812004,0.128726135,0.0718911287,0.150692349,0.000332113813,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,39,1.4,4.165,0.650891,21.8218264,5.35290837,27.9436031,0.171450216,4.98078999,0.128731257,0.0719369072,0.171052018,0.000398198144,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,40,1.4,4.165,0.672801,21.4397052,5.71507786,27.9436031,0.200111778,5.31424896,0.12873635,0.0719807731,0.199621211,0.000490567656,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,41,1.4,4.165,0.695176,20.9647415,6.17004081,27.9436031,0.241229229,5.72804759,0.128741441,0.072022544,0.240601762,0.000627466348,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,42,1.4,4.165,0.718304,20.33911,6.77567109,27.9436031,0.301110599,6.27375179,0.128746572,0.0720621271,0.300267692,0.000842907107,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,43,1.4,4.165,0.742677,19.4646503,7.6301299,27.9436031,0.388953986,7.04032454,0.128751796,0.0720995806,0.387753757,0.00120022884,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,44,1.4,4.165,0.769098,18.1804552,8.89432422,27.9436031,0.517537022,8.17589478,0.128757197,0.0721352235,0.515722959,0.0018140627,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,45,1.4,4.165,0.798797,16.2406837,10.8140953,27.9436031,0.702944808,9.91021784,0.128762896,0.0721697806,0.700066558,0.00287824945,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
bandGap+ElectronAffinity.iv,23,46,1.4,4.165,0.833407,13.3186973,13.7160819,27.9436031,0.961519176,12.5535892,0.128769048,0.0722045399,0.956840012,0.00467916402,0.0,0.950716,26.01977227,59.059,14.6097,0.718304,20.33911004
